code,ticker,reason
6719,6719.TW,download_failed
6722,6722.TW,download_failed
6742,6742.TW,download_failed
6743,6743.TW,download_failed
6753,6753.TW,download_failed
6754,6754.TW,download_failed
6756,6756.TW,download_failed
6757,6757.TW,download_failed
6768,6768.TW,download_failed
6770,6770.TW,download_failed
6776,6776.TW,download_failed
6781,6781.TW,download_failed
6782,6782.TW,download_failed
6789,6789.TW,download_failed
6790,6790.TW,download_failed
6792,6792.TW,download_failed
6794,6794.TW,download_failed
6796,6796.TW,download_failed
6799,6799.TW,download_failed
6805,6805.TW,download_failed
6806,6806.TW,download_failed
6807,6807.TW,download_failed
6830,6830.TW,download_failed
6831,6831.TW,download_failed
6834,6834.TW,download_failed
6835,6835.TW,download_failed
6838,6838.TW,download_failed
6861,6861.TW,download_failed
6862,6862.TW,download_failed
6863,6863.TW,download_failed
6869,6869.TW,download_failed
6873,6873.TW,download_failed
6885,6885.TW,download_failed
6887,6887.TW,download_failed
6890,6890.TW,download_failed
6901,6901.TW,download_failed
6902,6902.TW,download_failed
6906,6906.TW,download_failed
6909,6909.TW,download_failed
6914,6914.TW,download_failed
6916,6916.TW,download_failed
6918,6918.TW,download_failed
6919,6919.TW,download_failed
6923,6923.TW,download_failed
6928,6928.TW,download_failed
6931,6931.TW,download_failed
6933,6933.TW,download_failed
6934,6934.TW,download_failed
6936,6936.TW,download_failed
6937,6937.TW,download_failed
6944,6944.TW,download_failed
6952,6952.TW,download_failed
6957,6957.TW,download_failed
6958,6958.TW,download_failed
6962,6962.TW,download_failed
6965,6965.TW,download_failed
6994,6994.TW,download_failed
7705,7705.TW,download_failed
7711,7711.TW,download_failed
7721,7721.TW,download_failed
7722,7722.TW,download_failed
7732,7732.TW,download_failed
7736,7736.TW,download_failed
7749,7749.TW,download_failed
7750,7750.TW,download_failed
7765,7765.TW,download_failed
7769,7769.TW,download_failed
7780,7780.TW,download_failed
7786,7786.TW,download_failed
7788,7788.TW,download_failed
7791,7791.TW,download_failed
7795,7795.TW,download_failed
7799,7799.TW,download_failed
7821,7821.TW,download_failed
7822,7822.TW,download_failed
8011,8011.TW,download_failed
8016,8016.TW,download_failed
8021,8021.TW,download_failed
8028,8028.TW,download_failed
8033,8033.TW,download_failed
8039,8039.TW,download_failed
8045,8045.TW,download_failed
8046,8046.TW,download_failed
8070,8070.TW,download_failed
8072,8072.TW,download_failed
8081,8081.TW,download_failed
8101,8101.TW,download_failed
8103,8103.TW,download_failed
8104,8104.TW,download_failed
8105,8105.TW,download_failed
8110,8110.TW,download_failed
8112,8112.TW,download_failed
8114,8114.TW,download_failed
8131,8131.TW,download_failed
8150,8150.TW,download_failed
8163,8163.TW,download_failed
8201,8201.TW,download_failed
8210,8210.TW,download_failed
8213,8213.TW,download_failed
8215,8215.TW,download_failed
8222,8222.TW,download_failed
8249,8249.TW,download_failed
8261,8261.TW,download_failed
8271,8271.TW,download_failed
8341,8341.TW,download_failed
8367,8367.TW,download_failed
8374,8374.TW,download_failed
8404,8404.TW,download_failed
8411,8411.TW,download_failed
8422,8422.TW,download_failed
8429,8429.TW,download_failed
8438,8438.TW,download_failed
8442,8442.TW,download_failed
8443,8443.TW,download_failed
8454,8454.TW,download_failed
8462,8462.TW,download_failed
